service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
986,1,0,0,0,0,0,0,20200515,20200830
987,0,0,1,0,0,0,0,20200515,20200830
988,0,0,0,1,0,0,0,20200515,20200830
989,0,0,0,0,1,0,0,20200515,20200830
990,0,0,0,0,0,1,0,20200515,20200830
991,0,0,0,0,0,0,1,20200515,20200830
992,0,1,0,0,0,0,0,20200515,20200830
997,1,1,1,1,1,0,0,20200515,20200830
1009,1,1,1,1,1,1,0,20200515,20200830
1015,1,1,1,1,1,1,1,20200101,20200220
