service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
508,0,1,1,0,0,0,0,20180602,20180812
509,0,0,0,0,1,0,0,20180602,20180812
510,0,0,0,0,0,0,1,20180602,20180812
511,1,1,1,1,1,0,0,20180813,20190604
512,1,1,1,1,0,0,0,20180813,20190604
513,0,1,0,0,0,0,0,20180813,20190604
514,0,0,1,0,0,0,0,20180813,20190604
515,0,0,0,0,1,0,0,20180813,20190604
516,0,1,1,0,0,0,0,20190602,20190809
517,0,0,0,0,1,0,0,20190602,20190809
518,0,0,0,0,0,0,1,20190602,20190809
519,1,1,1,1,1,0,0,20190810,20200530
520,1,1,1,1,0,0,0,20190810,20200530
521,0,1,0,0,0,0,0,20190810,20200530
522,0,0,1,0,0,0,0,20190810,20200530
523,0,0,0,0,1,0,0,20190810,20200530
524,0,1,1,0,0,0,0,20160815,20170604
525,0,0,0,1,0,0,0,20170605,20170813
526,0,0,0,0,1,0,0,20170605,20170813
527,0,1,1,0,0,0,0,20170814,20180604
528,1,0,0,0,0,0,0,20180602,20180812
529,0,1,0,0,0,0,0,20180602,20180812
530,0,0,1,1,1,0,0,20180602,20180812
531,0,0,0,1,0,0,0,20180602,20180812
532,0,1,1,0,0,0,0,20180813,20190604
533,1,0,0,0,0,0,0,20190602,20190809
534,0,1,0,0,0,0,0,20190602,20190809
535,0,0,1,1,1,0,0,20190602,20190809
536,0,0,0,1,0,0,0,20190602,20190809
537,0,1,1,0,0,0,0,20190810,20200530
538,1,0,0,0,0,0,0,20160815,20170531
539,0,0,1,0,0,0,0,20160815,20170531
540,0,0,0,0,1,0,0,20160815,20170531
541,1,0,1,0,1,0,0,20160815,20170531
542,1,0,1,0,1,0,0,20170401,20170531
543,1,0,1,0,1,0,0,20170814,20171231
544,1,0,1,0,1,0,0,20180101,20180513
545,1,0,0,0,0,0,0,20161001,20170430
546,0,1,1,0,0,0,0,20161001,20170430
547,0,1,0,0,0,0,0,20161001,20170430
548,0,0,0,1,0,0,0,20161001,20170430
549,0,0,0,0,1,0,0,20161001,20170430
550,0,0,0,0,0,0,1,20161001,20170430
551,1,0,1,0,1,0,0,20170501,20170930
552,1,0,1,0,0,0,0,20170501,20170930
553,1,0,0,0,0,0,0,20170501,20170930
554,0,1,0,0,0,0,0,20170501,20170930
555,0,0,1,0,0,0,0,20170501,20170930
556,0,0,0,1,0,0,0,20170501,20170930
557,0,0,0,0,1,0,0,20170501,20170930
558,0,0,0,0,0,1,0,20170501,20170930
559,0,0,0,0,0,0,1,20170501,20170930
560,1,0,0,0,0,0,0,20171101,20180430
561,0,1,0,0,0,0,0,20171101,20180430
562,0,0,0,1,0,0,0,20171101,20180430
563,0,0,0,0,1,0,0,20171101,20180430
564,0,0,0,0,0,1,0,20171101,20180430
565,0,0,0,0,0,0,1,20171101,20180430
566,1,0,0,0,0,0,0,20181001,20190430
567,0,1,0,0,0,0,0,20181001,20190430
568,0,0,0,1,0,0,0,20181001,20190430
569,0,0,0,0,1,0,0,20181001,20190430
570,0,0,0,0,0,1,0,20181001,20190430
571,0,0,0,0,0,0,1,20181001,20190430
572,1,0,1,0,0,0,0,20190501,20190930
573,1,0,0,0,0,0,0,20190501,20190930
574,0,1,0,0,0,0,0,20190501,20190930
575,1,0,0,0,0,0,0,20191001,20200430
576,0,1,0,0,0,0,0,20191001,20200430
577,0,0,0,1,0,0,0,20191001,20200430
578,0,0,0,0,1,0,0,20191001,20200430
579,0,0,0,0,0,0,1,20191001,20200430
580,1,1,1,1,1,0,0,20170501,20170930
581,0,0,1,1,1,0,0,20170501,20170930
582,0,0,1,1,0,0,0,20190501,20190930
583,0,1,0,0,0,0,0,20160905,20170518
584,0,0,1,0,0,0,0,20160905,20170518
585,0,0,0,1,0,0,0,20160905,20170518
586,0,0,0,0,1,0,0,20160905,20170518
587,0,0,0,0,0,1,0,20160905,20170518
588,0,0,0,0,0,0,1,20160905,20170518
589,1,0,1,0,1,0,0,20170519,20170903
590,0,1,0,1,0,0,0,20170519,20170903
591,0,0,0,0,1,0,0,20170519,20170903
592,0,0,0,0,0,1,0,20170519,20170903
593,0,0,0,0,0,0,1,20170519,20170903
594,0,1,0,0,0,0,0,20170904,20171001
595,0,0,1,0,0,0,0,20170904,20171001
596,0,0,0,1,0,0,0,20170904,20171001
597,0,0,0,0,1,0,0,20170904,20171001
598,0,0,0,0,0,1,0,20170904,20171001
599,0,0,0,0,0,0,1,20170904,20171001
600,0,1,0,0,0,0,0,20171002,20180517
601,0,0,1,0,0,0,0,20171002,20180517
602,0,0,0,1,0,0,0,20171002,20180517
603,0,0,0,0,1,0,0,20171002,20180517
604,0,0,0,0,0,1,0,20171002,20180517
605,0,0,0,0,0,0,1,20171002,20180517
606,1,0,1,0,1,0,0,20180518,20180902
607,0,1,0,1,0,0,0,20180518,20180902
608,0,0,0,0,1,0,0,20180518,20180902
609,0,0,0,0,0,1,0,20180518,20180902
610,0,0,0,0,0,0,1,20180518,20180902
611,0,1,0,0,0,0,0,20180903,20190516
612,0,0,1,0,0,0,0,20180903,20190516
613,0,0,0,1,0,0,0,20180903,20190516
614,0,0,0,0,1,0,0,20180903,20190516
615,0,0,0,0,0,1,0,20180903,20190516
616,0,0,0,0,0,0,1,20180903,20190516
617,1,0,1,0,1,0,0,20190517,20190901
618,0,1,0,1,0,0,0,20190517,20190901
619,0,0,0,0,1,0,0,20190517,20190901
620,0,0,0,0,0,1,0,20190517,20190901
621,0,0,0,0,0,0,1,20190517,20190901
622,0,1,0,0,0,0,0,20190902,20200514
623,0,0,1,0,0,0,0,20190902,20200514
624,0,0,0,1,0,0,0,20190902,20200514
625,0,0,0,0,1,0,0,20190902,20200514
626,0,0,0,0,0,1,0,20190902,20200514
627,0,0,0,0,0,0,1,20190902,20200514
628,1,0,0,0,0,0,0,20160905,20170518
629,1,1,1,1,1,1,0,20170519,20170903
630,1,0,0,0,0,0,0,20170904,20171001
631,1,0,0,0,0,0,0,20171002,20180517
632,1,1,1,1,1,1,0,20180518,20180902
633,1,0,0,0,0,0,0,20180903,20190516
634,1,1,1,1,1,1,0,20190517,20190901
635,1,0,0,0,0,0,0,20190902,20200514
636,1,1,1,1,1,1,1,20170401,20170531
637,1,1,1,1,1,0,0,20170401,20170531
638,0,0,0,0,0,1,1,20170401,20170531
639,0,0,0,0,0,1,1,20170601,20170831
640,1,1,1,1,1,1,1,20170601,20170831
641,1,1,1,1,1,1,1,20170901,20171031
642,0,0,0,0,0,1,1,20170901,20171031
643,1,1,1,1,1,0,0,20171101,20180318
644,1,1,1,1,0,0,0,20171101,20180318
645,0,0,0,0,1,0,0,20171101,20180318
646,0,0,0,0,0,1,1,20171101,20180318
647,1,1,1,1,1,1,1,20180601,20180831
648,1,0,1,0,1,0,0,20180601,20180831
649,0,1,0,1,0,0,0,20180601,20180831
650,0,0,0,0,0,1,1,20180601,20180831
651,1,1,1,1,1,1,1,20180901,20181031
652,1,1,1,1,1,0,0,20180901,20181031
653,0,0,0,0,0,1,1,20180901,20181031
654,1,1,1,1,1,0,0,20181101,20190331
655,1,1,1,1,0,0,0,20181101,20190331
656,0,0,0,0,1,0,0,20181101,20190331
657,0,0,0,0,0,1,1,20181101,20190331
658,1,1,1,1,1,1,1,20190601,20190812
659,1,1,1,1,1,0,0,20190601,20190812
660,1,0,1,0,1,0,0,20190601,20190812
661,0,1,0,1,0,0,0,20190601,20190812
662,0,0,0,0,0,1,1,20190601,20190812
663,1,1,1,1,1,1,1,20190813,20191031
664,1,1,1,1,1,0,0,20190813,20191031
665,0,0,0,0,0,1,1,20190813,20191031
666,1,1,1,1,1,0,0,20191101,20200331
667,1,1,1,1,0,0,0,20191101,20200331
668,0,0,0,0,1,0,0,20191101,20200331
669,0,0,0,0,0,1,1,20191101,20200331
670,1,1,1,1,0,0,0,20170401,20170531
671,0,0,0,0,1,0,0,20170401,20170531
672,1,1,1,1,1,1,1,20170601,20191231
673,1,0,0,0,0,0,0,20160809,20170531
674,0,0,1,0,0,0,0,20160809,20170531
675,0,0,0,0,1,0,0,20160809,20170531
676,0,0,0,0,0,1,0,20160809,20170531
677,0,0,0,0,0,0,1,20160809,20170531
678,1,1,0,0,0,0,0,20170601,20170807
679,0,0,1,0,0,0,0,20170601,20170807
680,0,0,0,0,1,0,0,20170601,20170807
681,0,0,0,0,0,1,0,20170601,20170807
682,0,0,0,0,0,0,1,20170601,20170807
683,1,0,0,0,0,0,0,20170808,20180531
684,0,0,1,0,0,0,0,20170808,20180531
685,0,0,0,0,1,0,0,20170808,20180531
686,0,0,0,0,0,1,0,20170808,20180531
687,0,0,0,0,0,0,1,20170808,20180531
688,1,0,0,0,0,0,0,20190101,20190609
689,0,0,1,0,0,0,0,20190101,20190609
690,0,0,0,0,1,0,0,20190101,20190609
691,0,0,0,0,0,1,0,20190101,20190609
692,0,0,0,0,0,0,1,20190101,20190609
693,1,1,0,0,0,0,0,20190610,20190831
694,0,0,1,0,0,0,0,20190610,20190831
695,0,0,0,0,1,0,0,20190610,20190831
696,0,0,0,0,0,1,0,20190610,20190831
697,0,0,0,0,0,0,1,20190610,20190831
698,1,0,0,0,0,0,0,20190901,20200605
699,0,0,1,0,0,0,0,20190901,20200605
700,0,0,0,0,1,0,0,20190901,20200605
701,0,0,0,0,0,1,0,20190901,20200605
702,0,0,0,0,0,0,1,20190901,20200605
703,0,0,0,1,0,0,0,20160809,20170531
704,0,0,0,1,0,0,0,20170601,20170807
705,0,0,0,1,0,0,0,20170808,20180531
706,0,0,0,1,0,0,0,20190101,20190609
707,0,0,0,1,0,0,0,20190610,20190831
708,0,0,0,1,0,0,0,20190901,20200605
709,1,1,1,1,1,0,0,20160901,20170531
710,1,1,1,1,1,0,0,20170901,20180531
711,1,1,0,0,0,0,0,20170901,20180531
712,0,0,1,0,0,0,0,20170901,20180531
713,0,0,0,1,0,0,0,20170901,20180531
714,1,1,1,1,1,1,1,20180601,20180902
715,1,1,1,1,1,1,0,20180601,20180902
716,1,1,1,1,1,0,0,20180601,20180902
717,1,1,0,0,0,0,0,20180601,20180902
718,1,0,0,0,0,0,0,20180601,20180902
719,0,1,1,0,0,0,0,20180601,20180902
720,0,0,1,0,0,0,0,20180601,20180902
721,0,0,0,1,0,0,0,20180601,20180902
722,0,0,0,0,1,0,0,20180601,20180902
723,0,0,0,0,0,1,1,20180601,20180902
724,0,0,0,0,0,1,0,20180601,20180902
725,0,0,0,0,0,0,1,20180601,20180902
726,1,1,1,1,1,0,0,20180903,20190531
727,1,1,0,0,0,0,0,20180903,20190531
728,0,0,1,0,0,0,0,20180903,20190531
729,0,0,0,1,0,0,0,20180903,20190531
730,0,0,0,0,1,0,0,20180903,20190531
731,0,0,0,0,0,1,0,20180903,20190531
732,0,0,0,0,0,0,1,20180903,20190531
733,1,1,1,1,1,1,1,20190601,20190901
734,1,1,1,1,1,1,0,20190601,20190901
735,1,1,1,1,1,0,0,20190601,20190901
736,1,1,0,0,0,0,0,20190601,20190901
737,0,0,1,0,0,0,0,20190601,20190901
738,0,0,0,1,0,0,0,20190601,20190901
739,0,0,0,0,1,0,0,20190601,20190901
740,0,0,0,0,0,1,1,20190601,20190901
741,0,0,0,0,0,0,1,20190601,20190901
742,1,1,1,1,1,0,0,20190902,20200430
743,1,1,0,0,0,0,0,20190902,20200430
744,0,0,1,0,0,0,0,20190902,20200430
745,0,0,0,1,0,0,0,20190902,20200430
746,0,0,0,0,1,0,0,20190902,20200430
747,0,0,0,0,0,1,0,20190902,20200430
748,0,0,0,0,0,0,1,20190902,20200430
749,1,1,0,0,0,0,0,20160901,20170531
750,0,0,1,0,0,0,0,20160901,20170531
751,0,0,0,1,0,0,0,20160901,20170531
752,0,0,0,0,1,0,0,20160901,20170531
753,0,0,0,0,0,1,0,20160901,20170531
754,0,0,0,0,0,0,1,20160901,20170531
755,1,1,1,1,1,1,0,20170601,20170831
756,1,1,0,0,0,0,0,20170601,20170831
757,0,0,1,0,0,0,0,20170601,20170831
758,0,0,0,1,0,0,0,20170601,20170831
759,0,0,0,0,1,0,0,20170901,20180531
760,0,0,0,0,0,1,0,20170901,20180531
761,0,0,0,0,0,0,1,20170901,20180531
762,1,1,1,1,1,1,0,20161010,20171231
763,1,0,0,0,0,0,0,20161010,20171231
764,0,1,1,0,0,0,0,20161010,20171231
765,1,1,1,1,1,1,0,20170501,20170930
766,0,1,1,0,0,0,0,20170501,20170930
767,1,1,1,1,1,1,0,20171001,20171231
768,1,0,0,0,0,0,0,20171001,20171231
769,0,1,1,0,0,0,0,20171001,20171231
770,0,0,0,1,0,0,0,20171001,20171231
771,0,0,0,0,1,0,0,20171001,20171231
772,0,0,0,0,0,1,0,20171001,20171231
773,0,0,0,0,0,0,1,20171001,20171231
774,1,1,1,1,1,1,0,20180101,20180531
775,1,0,0,0,0,0,0,20180101,20180531
776,0,1,1,0,0,0,0,20180101,20180531
777,0,0,0,1,0,0,0,20180101,20180531
778,0,0,0,0,1,0,0,20180101,20180531
779,0,0,0,0,0,1,0,20180101,20180531
780,0,0,0,0,0,0,1,20180101,20180531
781,1,1,1,1,1,1,0,20180501,20180930
782,1,0,0,0,0,0,0,20180501,20180930
783,0,1,1,0,0,0,0,20180501,20180930
784,0,0,0,1,0,0,0,20180501,20180930
785,0,0,0,0,1,0,0,20180501,20180930
786,0,0,0,0,0,1,0,20180501,20180930
787,0,0,0,0,0,0,1,20180501,20180930
788,1,1,1,1,1,1,0,20181001,20181231
789,1,0,0,0,0,0,0,20181001,20181231
790,0,1,1,0,0,0,0,20181001,20181231
791,0,0,0,1,0,0,0,20181001,20181231
792,0,0,0,0,1,0,0,20181001,20181231
793,0,0,0,0,0,1,0,20181001,20181231
794,0,0,0,0,0,0,1,20181001,20181231
795,1,1,1,1,1,1,0,20190101,20190430
796,1,0,0,0,0,0,0,20190101,20190430
797,0,1,1,0,0,0,0,20190101,20190430
798,1,1,1,1,1,1,1,20190801,20190930
799,1,0,0,0,0,0,0,20190801,20190930
800,0,1,1,0,0,0,0,20190801,20190930
801,0,0,0,1,0,0,0,20190801,20190930
802,0,0,0,0,1,0,0,20190801,20190930
803,0,0,0,0,0,1,0,20190801,20190930
804,0,0,0,0,0,0,1,20190801,20190930
805,1,1,1,1,1,1,0,20191001,20191231
806,1,0,0,0,0,0,0,20191001,20191231
807,0,1,1,0,0,0,0,20191001,20191231
808,1,1,1,1,1,1,0,20200101,20200430
809,1,0,0,0,0,0,0,20200101,20200430
810,0,1,1,0,0,0,0,20200101,20200430
811,0,1,0,0,0,0,0,20161010,20171231
812,0,0,1,1,1,0,0,20161010,20171231
813,0,0,1,1,1,0,0,20171001,20171231
814,0,1,0,0,0,0,0,20171001,20171231
815,0,0,1,1,1,0,0,20180101,20180531
816,0,1,0,0,0,0,0,20180101,20180531
817,1,1,1,1,1,0,0,20180501,20180930
818,0,0,1,1,1,0,0,20181001,20181231
819,0,1,0,0,0,0,0,20181001,20181231
820,0,0,1,1,1,0,0,20190101,20190430
821,0,1,0,0,0,0,0,20190101,20190430
822,1,1,1,1,1,0,0,20190801,20190930
823,0,0,0,0,0,1,1,20190801,20190930
824,0,0,1,1,1,0,0,20191001,20191231
825,0,1,0,0,0,0,0,20191001,20191231
826,0,0,1,1,1,0,0,20200101,20200430
827,0,1,0,0,0,0,0,20200101,20200430
828,1,1,1,1,1,1,1,20160520,20160904
829,1,0,0,0,0,0,0,20160520,20160904
830,0,0,1,0,0,0,0,20160520,20160904
831,0,0,0,1,0,0,0,20160520,20160904
832,0,0,0,0,1,0,0,20160520,20160904
833,0,0,0,0,0,1,0,20160520,20160904
834,0,0,0,0,0,0,1,20160520,20160904
835,0,1,0,0,0,0,0,20160520,20160904
836,1,1,1,1,1,1,1,20170519,20170903
837,1,0,0,0,0,0,0,20170519,20170903
838,0,0,1,0,0,0,0,20170519,20170903
839,0,0,0,1,0,0,0,20170519,20170903
840,0,1,0,0,0,0,0,20170519,20170903
841,1,1,1,1,1,1,1,20180518,20180902
842,1,0,0,0,0,0,0,20180518,20180902
843,0,0,1,0,0,0,0,20180518,20180902
844,0,0,0,1,0,0,0,20180518,20180902
845,0,1,0,0,0,0,0,20180518,20180902
846,1,1,1,1,1,1,1,20190517,20190901
847,1,0,0,0,0,0,0,20190517,20190901
848,0,0,1,0,0,0,0,20190517,20190901
849,0,0,0,1,0,0,0,20190517,20190901
850,0,1,0,0,0,0,0,20190517,20190901
851,1,1,1,1,1,0,0,20160520,20160904
852,1,1,1,1,1,0,0,20170519,20170903
853,1,1,1,1,1,0,0,20180518,20180902
854,1,1,1,1,1,0,0,20190517,20190901
855,1,1,1,1,1,1,1,20160601,20160831
856,0,0,0,0,1,0,0,20170201,20170416
857,1,1,1,1,1,0,0,20200417,20200531
858,0,0,0,0,1,0,0,20200417,20200531
859,0,0,0,0,0,1,0,20200417,20200531
860,0,0,0,0,0,0,1,20200417,20200531
861,1,1,1,1,1,1,1,20170904,20171231
862,1,1,1,1,1,1,0,20160527,20160831
863,0,0,0,0,0,0,1,20160527,20160831
864,1,1,1,1,1,1,0,20170525,20170827
865,0,0,0,0,0,0,1,20170525,20170827
866,1,1,1,1,1,1,0,20180525,20180826
867,0,0,0,0,0,0,1,20180525,20180826
868,1,1,1,1,1,1,0,20190531,20190901
869,0,0,0,0,0,0,1,20190531,20190901
870,1,1,1,1,0,0,0,20161010,20171231
871,1,1,1,1,1,1,1,20171001,20180430
872,1,1,1,1,1,1,1,20180501,20181231
873,1,1,1,1,1,1,1,20180622,20180623
874,1,1,1,1,1,0,0,20180622,20180623
875,1,1,1,1,1,1,1,20200101,20200220
876,1,1,1,1,0,0,0,20161010,20171031
877,0,0,0,0,1,0,0,20161010,20171031
878,0,0,0,0,0,1,0,20161010,20171031
879,0,0,0,0,0,0,1,20161010,20171031
880,1,1,1,1,1,1,1,20161010,20171031
881,1,1,1,1,0,0,0,20161001,20170331
882,1,1,1,1,1,0,0,20161001,20170331
883,0,0,0,0,0,1,1,20161001,20170331
884,1,1,1,1,1,1,1,20161001,20170331
885,0,0,0,0,0,1,0,20161001,20170331
886,0,0,0,0,0,0,1,20161001,20170331
